,save_date,court_name,court_office,case_number,case_itemNum,casedate_full,casedate_year,casedate_month,casedate_date,casedate_day,category,address_full,address_sido,address_gugun,address_donggil,address_jibeon,area,area_py,price_estimate,price_bidding,discount_rate,number_miss,sale_type
1079,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 3층305호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,13.55,4.1,76300000,31253000,60,4,
1080,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 3층306호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.36,4.3,80900000,33137000,60,4,
1081,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 3층307호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.75,4.5,83100000,34038000,60,4,
1082,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 4층401호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,13.14,4.0,74000000,30310000,60,4,
1083,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 4층402호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.73,4.5,83000000,33997000,60,4,
1084,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 4층403호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,71900000,29450000,60,4,
1085,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 4층404호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,71900000,29450000,60,4,
1086,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 4층406호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.36,4.3,80900000,33137000,60,4,
1087,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 4층407호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.75,4.5,83100000,34038000,60,4,
1088,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 5층501호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,13.14,4.0,74000000,30310000,60,4,
1089,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 5층502호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.73,4.5,83000000,33997000,60,4,
1090,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 5층503호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,71900000,29450000,60,4,
1091,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 5층504호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,71900000,29450000,60,4,
1092,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 5층506호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.36,4.3,80900000,33137000,60,4,
1093,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 6층602호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.73,4.5,84500000,34611000,60,4,
1094,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 6층603호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73200000,29982000,60,4,
1095,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 6층604호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73200000,29982000,60,4,
1096,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 6층605호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,13.55,4.1,77700000,31826000,60,4,
1097,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 6층607호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.75,4.5,84600000,34652000,60,4,
1098,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층701호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,13.14,4.0,76100000,31170000,60,4,
1099,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층702호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.73,4.5,85300000,34939000,60,4,
1100,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층703호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73900000,30270000,60,4,
1101,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층704호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73900000,30270000,60,4,
1102,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층705호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,13.55,4.1,78500000,32154000,60,4,
1103,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층706호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.36,4.3,83100000,34038000,60,4,
1104,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 7층707호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.75,4.5,85400000,34980000,60,4,
1105,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 8층802호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.73,4.5,85300000,34939000,60,4,
1106,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 8층803호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73900000,30270000,60,4,
1107,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 8층804호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73900000,30270000,60,4,
1108,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 8층805호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,15.3,4.6,88600000,36290000,60,4,
1109,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 8층806호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,15.91,4.8,92100000,37724000,60,4,
1110,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 8층807호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.75,4.5,85400000,34980000,60,4,
1111,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 9층902호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.73,4.5,84500000,34611000,60,4,
1112,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 9층903호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73200000,29982000,60,4,
1113,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 9층904호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,12.76,3.9,73200000,29982000,60,4,
1114,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 9층905호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,19.73,6.0,113200000,46366000,60,4,
1115,2023-03-22-191155,부산동부지원,경매1계,2021타경2276,,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 호암로9번길 13, 9층906호 (광안동,한집시티빌)",부산광역시,수영구,호암로9번길,13,14.45,4.4,82900000,33956000,60,4,
1116,2023-03-22-191155,부산동부지원,경매1계,2021타경3415,1.0,2023-03-27,2023,3,27,월,대지,부산광역시 기장군 기장읍 청강리 152-3,부산광역시,기장군,기장읍,청강리,363.8,110.0,603908000,603908000,0,0,
1117,2023-03-22-191155,부산동부지원,경매5계,2021타경3521,1.0,2023-03-28,2023,3,28,화,오피스텔,"부산광역시 남구 무민사로 13, 6층617호 (감만동,판테라오피스텔)",부산광역시,남구,무민사로,13,29.27,8.9,90000000,57600000,36,2,
1118,2023-03-22-191155,부산동부지원,경매1계,2021타경3538,1.0,2023-03-27,2023,3,27,월,오피스텔,"부산광역시 남구 무민사로 13, 6층616호 (감만동,판테라오피스텔)",부산광역시,남구,무민사로,13,29.27,8.9,93000000,47616000,49,3,
1119,2023-03-22-191155,부산동부지원,경매3계,2021타경3552,1.0,2023-03-31,2023,3,31,금,임야,부산광역시 기장군 정관읍 용수리 산100-2,부산광역시,기장군,정관읍,용수리,30451.0,9211.4,1623981000,1623981000,0,0,일괄매각
1120,2023-03-22-191155,부산동부지원,경매1계,2021타경4050,1.0,2023-03-27,2023,3,27,월,전답,부산광역시 기장군 장안읍 오리 300,부산광역시,기장군,장안읍,오리,1931.0,584.1,979017000,979017000,0,0,
1121,2023-03-22-191155,부산동부지원,경매3계,2021타경4463,1.0,2023-03-31,2023,3,31,금,단독주택,부산광역시 수영구 망미동 395-25,부산광역시,수영구,망미동,395-25,156.0,47.2,381865000,381865000,0,0,일괄매각
1122,2023-03-22-191155,부산동부지원,경매3계,2021타경4463,2.0,2023-03-31,2023,3,31,금,단독주택,부산광역시 수영구 망미동 394-18,부산광역시,수영구,망미동,394-18,172.2,52.1,702324110,702324110,0,0,일괄매각
1123,2023-03-22-191155,부산동부지원,경매3계,2021타경4463,3.0,2023-03-31,2023,3,31,금,다가구주택,부산광역시 수영구 망미동 391-34,부산광역시,수영구,망미동,391-34,139.2,42.1,383918850,383918850,0,0,일괄매각
1124,2023-03-22-191155,부산동부지원,경매3계,2021타경106512,1.0,2023-03-31,2023,3,31,금,아파트,"부산광역시 해운대구 마린시티1로 167, 1동 3층304호 (우동,현대카멜리아)",부산광역시,해운대구,마린시티1로,167,147.69,44.7,1353000000,1353000000,0,0,
1125,2023-03-22-191155,부산동부지원,경매1계,2021타경106628,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 기장군 정관읍 정관4로 24, 113동 18층1803호 (동일스위트)",부산광역시,기장군,정관읍,정관4로,59.8302,18.1,267000000,170880000,36,2,
1126,2023-03-22-191155,부산동부지원,경매5계,2021타경107584,1.0,2023-03-28,2023,3,28,화,임야,부산광역시 기장군 정관읍 용수리 산135-2,부산광역시,기장군,정관읍,용수리,29058.0,8790.0,435870000,178533000,60,4,
1127,2023-03-22-191155,부산동부지원,경매3계,2022타경574,1.0,2023-03-31,2023,3,31,금,아파트,"부산광역시 수영구 장대골로45번길 5, 5층501호 (광안동,정원스카이)",부산광역시,수영구,장대골로45번길,5,84.98,25.7,387000000,387000000,0,0,
1128,2023-03-22-191155,부산동부지원,경매1계,2022타경741,1.0,2023-03-27,2023,3,27,월,임야,부산광역시 기장군 정관읍 매학리 산11-74,부산광역시,기장군,정관읍,매학리,661.0,200.0,21481200,17185000,20,1,
1129,2023-03-22-191155,부산동부지원,경매1계,2022타경802,1.0,2023-03-27,2023,3,27,월,다세대,"부산광역시 수영구 민락본동로19번길 19-3, 3층301호 (민락동,광안리미소드리움)",부산광역시,수영구,민락본동로19번길,19-3,38.574,11.7,167000000,85504000,49,3,
1130,2023-03-22-191155,부산동부지원,경매5계,2022타경871,1.0,2023-03-28,2023,3,28,화,아파트,"부산광역시 해운대구 달맞이길117번가길 107-30, 2층비201호 (중동,뷔센하우스)",부산광역시,해운대구,달맞이길117번가길,107-30,240.17,72.7,1130000000,723200000,36,2,
1131,2023-03-22-191155,부산동부지원,경매3계,2022타경1188,1.0,2023-03-31,2023,3,31,금,아파트,"부산광역시 해운대구 선수촌로 95, 110동 17층1705호 (반여동,센텀대림아파트)",부산광역시,해운대구,선수촌로,95,84.98,25.7,532000000,532000000,0,0,
1132,2023-03-22-191155,부산동부지원,경매3계,2022타경1256,1.0,2023-03-31,2023,3,31,금,연립주택,"부산광역시 기장군 기장읍 차성동로122번길 27, 비동 3층301호 (동보하이츠빌라)",부산광역시,기장군,기장읍,차성동로122번길,84.87,25.7,57000000,57000000,0,0,지분매각
1133,2023-03-22-191155,부산동부지원,경매5계,2022타경1300,1.0,2023-03-28,2023,3,28,화,아파트,"부산광역시 해운대구 마린시티2로 38, 주동2동 38층3801호 (우동,해운대아이파크)",부산광역시,해운대구,마린시티2로,38,119.851,36.3,1736000000,1111040000,36,2,
1134,2023-03-22-191155,부산동부지원,경매1계,2022타경1348,1.0,2023-03-27,2023,3,27,월,근린시설,"부산광역시 기장군 정관읍 정관로 595, 1동 1층101호 (정관테라스)",부산광역시,기장군,정관읍,정관로,76.26,23.1,793000000,507520000,36,2,
1135,2023-03-22-191155,부산동부지원,경매1계,2022타경1386,1.0,2023-03-27,2023,3,27,월,오피스텔,"부산광역시 해운대구 송정중앙로21번길 14, 3층305호 (송정동,쏠데까사)",부산광역시,해운대구,송정중앙로21번길,14,29.0608,8.8,108000000,69120000,36,2,
1136,2023-03-22-191155,부산동부지원,경매1계,2022타경1492,1.0,2023-03-27,2023,3,27,월,근린시설,"부산광역시 기장군 기장읍 기장해안로 98, 2층에이214호 (오시리아스퀘어)",부산광역시,기장군,기장읍,기장해안로,36.08,10.9,172000000,110080000,36,2,
1137,2023-03-22-191155,부산동부지원,경매1계,2022타경1539,1.0,2023-03-27,2023,3,27,월,근린시설,"부산광역시 해운대구 해운대해변로237번길 11, 9층904호 (우동,블루스토리호텔)",부산광역시,해운대구,해운대해변로237번길,11,18.01,5.4,201000000,128640000,36,2,
1138,2023-03-22-191155,부산동부지원,경매1계,2022타경1553,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 수영구 광안해변로294번길 7, 102동 1층102호 (민락동,진로비치아파트)",부산광역시,수영구,광안해변로294번길,7,84.86,25.7,528000000,337920000,36,2,
1139,2023-03-22-191155,부산동부지원,경매1계,2022타경1560,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 해운대구 해운대해변로 30, 5층101-501호 (우동,해운대엑소디움)",부산광역시,해운대구,해운대해변로,30,173.319,52.4,1600000000,1024000000,36,2,
1140,2023-03-22-191155,부산동부지원,경매1계,2022타경1621,1.0,2023-03-27,2023,3,27,월,상가,"부산광역시 기장군 장안읍 정관로 1142, 제비동 제지1층 제비402-2호 (힐탑프리미엄아울렛)",부산광역시,기장군,장안읍,정관로,75.0,22.7,607000000,485600000,20,1,
1141,2023-03-22-191155,부산동부지원,경매3계,2022타경1638,1.0,2023-03-31,2023,3,31,금,대지,부산광역시 해운대구 재송동 1152-32,부산광역시,해운대구,재송동,1152-32,139.6,42.2,203816000,203816000,0,0,
1142,2023-03-22-191155,부산동부지원,경매1계,2022타경1850,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 남구 수영로 135, 제101동 제1층 제101호 (대연동,대연롯데캐슬레전드1단지)",부산광역시,남구,수영로,135,39.7,12.0,270000000,216000000,20,1,
1143,2023-03-22-191155,부산동부지원,경매3계,2022타경1881,1.0,2023-03-31,2023,3,31,금,아파트,"부산광역시 해운대구 달맞이길117번다길 33, 1동 3층307호 (중동,이진캐스빌)",부산광역시,해운대구,달맞이길117번다길,33,84.42,25.5,360000000,360000000,0,0,
1144,2023-03-22-191155,부산동부지원,경매1계,2022타경1911,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 해운대구 세실로 80, 제101동 제24층 제2403호 (좌동,해운대케이씨씨스위첸)",부산광역시,해운대구,세실로,80,128.16,38.8,1980000000,1584000000,20,1,
1145,2023-03-22-191155,부산동부지원,경매5계,2022타경1973,1.0,2023-03-28,2023,3,28,화,오피스텔,"부산광역시 남구 동명로146번길 60, 8층804호",부산광역시,남구,동명로146번길,60,43.9057,13.3,166000000,106240000,36,2,
1146,2023-03-22-191155,부산동부지원,경매5계,2022타경1997,1.0,2023-03-28,2023,3,28,화,다세대,"부산광역시 수영구 황령산로7번길 45, 2층205호 (남천동,헤리티지남천)",부산광역시,수영구,황령산로7번길,45,39.29,11.9,174000000,174000000,0,0,
1147,2023-03-22-191155,부산동부지원,경매1계,2022타경2013,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 해운대구 송정1로8번길 25-78, 제105동 제21층 제2102호 (송정동,해운대송정우림필유아파트)",부산광역시,해운대구,송정1로8번길,25-78,84.9197,25.7,555000000,444000000,20,1,
1148,2023-03-22-191155,부산동부지원,경매1계,2022타경2242,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 기장군 정관읍 정관2로 40, 111동 6층602호 (정관신도시현진에버빌)",부산광역시,기장군,정관읍,정관2로,143.699,43.5,570000000,570000000,0,0,
1149,2023-03-22-191155,부산동부지원,경매1계,2022타경102562,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 해운대구 재반로226번길 72, 103동 19층1903호 (반여동,현대일성아파트)",부산광역시,해운대구,재반로226번길,72,84.98,25.7,200000000,128000000,36,2,
1150,2023-03-22-191155,부산동부지원,경매5계,2022타경102975,1.0,2023-03-28,2023,3,28,화,아파트,"부산광역시 남구 유엔로 211, 101동 304호 (대연동,정성재아파트)",부산광역시,남구,유엔로,211,58.63,17.7,340000000,217600000,36,2,
1151,2023-03-22-191155,부산동부지원,경매1계,2022타경103404,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 해운대구 좌동순환로217번길 8, 501동 제406호 (좌동,해운대롯데4차아파트)",부산광역시,해운대구,좌동순환로217번길,8,59.6,18.0,510000000,408000000,20,1,
1152,2023-03-22-191155,부산동부지원,경매1계,2022타경103602,1.0,2023-03-27,2023,3,27,월,전답,부산광역시 기장군 철마면 구칠리 187-5,부산광역시,기장군,철마면,구칠리,1089.0,329.4,428688000,428688000,0,0,일괄매각
1153,2023-03-22-191155,부산동부지원,경매1계,2022타경103770,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 해운대구 삼어로 55, 115동 21층2102호 (반여동,센텀에스케이뷰아파트)",부산광역시,해운대구,삼어로,55,151.26,45.8,660000000,660000000,0,0,
1154,2023-03-22-191155,부산동부지원,경매1계,2022타경103855,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 남구 수영로266번길 15-1, 5층504호 (대연동,린다비스타)",부산광역시,남구,수영로266번길,15-1,44.4,13.4,223000000,223000000,0,0,
1155,2023-03-22-191155,부산동부지원,경매5계,2022타경104025,1.0,2023-03-28,2023,3,28,화,임야,부산광역시 기장군 장안읍 오리 1027-2,부산광역시,기장군,장안읍,오리,992.0,300.1,194432000,194432000,0,0,
1156,2023-03-22-191155,부산동부지원,경매1계,2022타경104391,1.0,2023-03-27,2023,3,27,월,아파트,"부산광역시 남구 수영로 18-8, 18층1804호 (문현동,삼한 사랑채)",부산광역시,남구,수영로,18-8,84.99,25.7,310000000,310000000,0,0,
1157,2023-03-22-191155,부산동부지원,경매5계,2022타경104797,1.0,2023-03-28,2023,3,28,화,아파트,"부산광역시 기장군 기장읍 차성동로 164, 에이동 4층403호 (전원그린맨션)",부산광역시,기장군,기장읍,차성동로,84.9,25.7,143000000,143000000,0,0,
1158,2023-03-22-191155,부산서부지원,경매1계,2019타경3470,1.0,2023-04-04,2023,4,4,화,연립주택,"부산광역시 사하구 동매로 152, 1동 2층201호 (당리동,퍼스트빌)",부산광역시,사하구,동매로,152,45.13,13.7,158000000,126400000,20,1,
1159,2023-03-22-191155,부산서부지원,경매1계,2019타경9362,1.0,2023-04-04,2023,4,4,화,기타,부산광역시 강서구 생곡동 1514-11,부산광역시,강서구,생곡동,1514-11,3061.9,926.2,3978780580,3978780580,0,0,일괄매각
1160,2023-03-22-191155,부산서부지원,경매1계,2020타경5182,1.0,2023-04-04,2023,4,4,화,근린시설,"부산광역시 사상구 광장로 7, 2층2619호 (괘법동,르네시떼)",부산광역시,사상구,광장로,7,6.613,2.0,54000000,2374000,96,4,일괄매각
1161,2023-03-22-191155,부산서부지원,경매1계,2020타경7041,1.0,2023-04-04,2023,4,4,화,상가,"부산광역시 사상구 광장로 7, 3층3233호 (괘법동,르네시떼)",부산광역시,사상구,광장로,7,6.1116,1.8,19300000,1061000,95,3,
1162,2023-03-22-191155,부산서부지원,경매2계,2020타경107644,1.0,2023-03-29,2023,3,29,수,아파트,"부산광역시 사하구 장평로 87, 305동 4층405호 (장림동,장림협성르네상스타운)",부산광역시,사하구,장평로,87,59.9971,18.1,182000000,145600000,20,1,
1163,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이101호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,49.9274,15.1,882000000,564480000,36,2,
1164,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이103호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,43.914,13.3,759000000,485760000,36,2,
1165,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이104호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,54.048,16.3,934000000,597760000,36,2,
1166,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이107호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,50.184,15.2,925000000,592000000,36,2,
1167,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이108호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,57.584,17.4,1127000000,721280000,36,2,
1168,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이112호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,51.153,15.5,904000000,578560000,36,2,
1169,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이115호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,49.824,15.1,717000000,458880000,36,2,
1170,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이116호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,40.482,12.2,582000000,372480000,36,2,
1171,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이117호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,40.655,12.3,585000000,374400000,36,2,
1172,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이118호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,51.711,15.6,744000000,476160000,36,2,
1173,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이119호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,64.1031,19.4,1132000000,724480000,36,2,
1174,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이120호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,67.5919,20.4,1323000000,846720000,36,2,
1175,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이121호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,67.5919,20.4,1323000000,846720000,36,2,
1176,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층에이122호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,64.1031,19.4,1132000000,724480000,36,2,
1177,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층비104호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,46.139,14.0,664000000,424960000,36,2,
1178,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층비106호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,52.1148,15.8,950000000,608000000,36,2,
1179,2023-03-22-191155,부산서부지원,경매1계,2021타경1736,,2023-04-04,2023,4,4,화,상가,"부산광역시 강서구 명지국제3로 97, 106동 1층비107호 (명지동,명지국제신도시삼정그린코아더베스트)",부산광역시,강서구,명지국제3로,97,56.4268,17.1,964000000,616960000,36,2,
